iter,UEGap
0,0.955416137
1,0.681541011
2,0.344094422
3,0.169766976
4,0.044590547
5,0.168511572
6,0.050615693
7,0.079231346
8,0.050473053
9,0.049392267
10,0.040884842
11,0.041274653
12,0.0340771
13,0.02831416
14,0.025718714
15,0.027391974
16,0.02069158
17,0.020755873
18,0.019110274
19,0.020239829
20,0.009582614
21,0.015102286
22,0.010683633
23,0.016733668
24,0.010705795
25,0.012289772
26,0.010319203
27,0.00948248
28,0.006127021
29,0.011040784
30,0.009403911
31,0.00658746
32,0.008644854
33,0.005682195
34,0.008026314
35,0.005208896
36,0.007206002
37,0.006544515
38,0.005797861
39,0.005541545
40,0.00486381
41,0.004574054
42,0.005783238
43,0.005324121
44,0.003362273
45,0.004406893
46,0.005361225
47,0.003860534
48,0.003680441
49,0.00395971
50,0.004399256
51,0.003309075
52,0.003338747
53,0.004042292
54,0.003961685
55,0.003904939
56,0.002401196
57,0.003232451
58,0.003351676
59,0.003634993
60,0.002700174
61,0.001934459
62,0.003307464
63,0.00245788
64,0.002778342
65,0.003196801
66,0.003801782
67,0.001846455
68,0.002695681
69,0.002167695
70,0.002513041
71,0.00245294
72,0.001744718
73,0.002112194
74,0.002121423
75,0.002076793
76,0.002082128
77,0.002123683
78,0.002480718
79,0.00231695
80,0.002430096
81,0.00128904
82,0.001833772
83,0.001963102
84,0.002144248
85,0.001702076
86,0.001634324
87,0.002248764
88,0.001678738
89,0.001593895
90,0.001845679
91,0.001743466
92,0.001271343
93,0.00201256
94,0.001490819
95,0.002331693
96,0.001428265
97,0.001598589
98,0.001580921
99,0.000882825
100,0.002103604
101,0.001618941
102,0.001307229
103,0.001931656
104,0.001449514
105,0.00199638
106,0.001532694
107,0.001574856
108,0.001428171
109,0.00162772
110,0.001283977
111,0.001262492
112,0.001273497
113,0.001257569
114,0.001367978
115,0.001085346
116,0.001034559
117,0.001167504
118,0.001399999
119,0.001425043
120,0.000949967
121,0.001368767
122,0.001366151
123,0.001137991
124,0.001106042
125,0.00124417
126,0.001133173
127,0.001503213
128,0.000736481
129,0.001451986
130,0.001206931
131,0.000815863
132,0.001333991
133,0.001157882
134,0.000882376
135,0.000833106
136,0.001386166
137,0.00078524
138,0.001060298
139,0.001167633
140,0.001362597
141,0.000697842
142,0.00126482
143,0.001096075
144,0.00073557
145,0.001248447
146,0.001116033
147,0.000962532
148,0.000814219
149,0.00106738
150,0.001067763
151,0.000916239
152,0.0011371
153,0.0009324
154,0.000861289
155,0.000800128
156,0.000801126
157,0.000779866
158,0.000988165
159,0.000638162
160,0.000931056
161,0.001040557
162,0.001019239
163,0.001042631
164,0.000556895
165,0.000871841
166,0.001009835
167,0.000810689
168,0.001107079
169,0.000821015
170,0.000764021
171,0.000748457
172,0.00094466
173,0.000710465
174,0.000823774
175,0.000935926
176,0.000957647
177,0.000553861
178,0.000861248
179,0.000607118
180,0.000776473
181,0.000677108
182,0.00074433
183,0.000841239
184,0.000623129
185,0.000846791
186,0.000958367
187,0.000662808
188,0.000884127
189,0.000805233
190,0.000707274
191,0.000544453
192,0.000969836
193,0.00075041
194,0.000830361
195,0.001001347
196,0.00062846
197,0.000785944
198,0.000826346
199,0.000649731
200,0.000525325
201,0.000726869
202,0.000573608
203,0.000500385
204,0.000831258
205,0.000705645
206,0.000574767
207,0.000829002
208,0.000659756
209,0.000624227
210,0.000803878
211,0.000579247
212,0.000704877
213,0.000623317
214,0.000744863
215,0.000697775
216,0.000656417
217,0.000723234
218,0.000523773
219,0.000538483
220,0.000778917
221,0.000629632
222,0.000675094
223,0.000725916
224,0.000826476
225,0.000496219
226,0.00072719
227,0.0006742
228,0.000501002
229,0.000484625
230,0.000650909
231,0.000530968
232,0.000647479
233,0.000611277
234,0.000370137
235,0.000715946
236,0.000672017
237,0.000525209
238,0.000423979
239,0.000481998
240,0.000698618
241,0.000666161
242,0.000596427
243,0.00043811
244,0.000530908
245,0.000629181
246,0.000651458
247,0.000592157
248,0.000464139
249,0.000418944
250,0.000707542
251,0.000456969
252,0.000459388
253,0.000647965
254,0.000572995
255,0.000561591
256,0.000392537
257,0.000597458
258,0.000570346
259,0.000486541
260,0.000460308
261,0.000548324
262,0.000628753
263,0.000460488
264,0.000390065
265,0.000688713
266,0.000616219
267,0.000377871
268,0.000628516
269,0.00037919
270,0.000468136
271,0.000587473
272,0.000575285
273,0.000643164
274,0.000418009
275,0.000516471
276,0.000547683
277,0.000593456
278,0.000413586
279,0.00047772
280,0.000560325
281,0.000352069
282,0.000518445
283,0.000438755
284,0.000504301
285,0.000551048
286,0.000438362
287,0.000580473
288,0.000483301
289,0.000404021
290,0.000458422
291,0.000400932
292,0.000625751
293,0.000372281
294,0.000441215
295,0.000496807
296,0.00043165
297,0.000326165
298,0.000708084
299,0.000461876
300,0.000604357
301,0.000313781
302,0.000464928
303,0.000486182
304,0.000291153
305,0.000545732
306,0.000408089
307,0.000509106
308,0.000482433
309,0.000404189
310,0.000488604
311,0.000354097
312,0.000459691
313,0.00036215
314,0.000356564
315,0.000463534
316,0.000374543
317,0.000549185
318,0.000285739
319,0.000451989
320,0.000530137
321,0.000335181
322,0.000281717
323,0.000523331
324,0.000587746
325,0.000395832
326,0.000351517
327,0.000513271
328,0.000302533
329,0.000507701
330,0.00036675
331,0.000403724
332,0.000411107
333,0.000380553
334,0.000434628
335,0.000419319
336,0.000459264
337,0.000370635
338,0.000472127
339,0.000366963
340,0.000361244
341,0.000320884
342,0.00042401
343,0.000454886
344,0.000330718
345,0.000486848
346,0.000315147
347,0.000439012
348,0.00034048
349,0.000493514
350,0.000455837
351,0.000396082
352,0.000337288
353,0.000483589
354,0.000447795
355,0.000329392
356,0.000392225
357,0.000349148
358,0.000375274
359,0.000414105
360,0.000339531
361,0.000417204
362,0.000441602
363,0.000516404
364,0.000294332
365,0.000328027
366,0.000358389
367,0.000316864
368,0.00035563
369,0.000389297
370,0.000392057
371,0.000345873
372,0.000384019
373,0.000440688
374,0.000269137
375,0.000328906
376,0.000259846
377,0.000329568
378,0.000292142
379,0.00043137
380,0.000331312
381,0.000424564
382,0.000310981
383,0.000458838
384,0.000328074
385,0.000249332
386,0.000404432
387,0.000468061
388,0.000246004
389,0.000320825
390,0.000409722
391,0.00030455
392,0.0002997
393,0.000280481
394,0.000380617
395,0.000246876
396,0.000397589
397,0.00035236
398,0.000339493
399,0.000266554
400,0.000315766
401,0.000355419
